2022-05-15 16:07:13,302 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-05-15 16:07:13,396 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-05-15 16:07:13,396 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-05-15 16:07:13,396 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-05-15 16:07:13,427 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-05-15 16:07:13,427 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-05-15 16:07:13,427 INFO  SwAddin.cs: 201 - Setting up command manager
2022-05-15 16:07:13,427 INFO  SwAddin.cs: 204 - Adding command manager
2022-05-15 16:07:13,427 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-05-15 16:07:13,427 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-05-15 16:07:13,427 INFO  SwAddin.cs: 210 - Adding event handlers
2022-05-15 16:07:13,521 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-05-15 16:09:24,058 INFO  SwAddin.cs: 294 - Assembly export called for file RobotDif_completo
2022-05-15 16:09:24,058 INFO  SwAddin.cs: 305 - A rebuild is required
2022-05-15 16:09:24,058 INFO  SwAddin.cs: 313 - Saving assembly
2022-05-15 16:09:24,542 INFO  SwAddin.cs: 316 - Opening property manager
2022-05-15 16:09:24,589 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RobotDif_completo
2022-05-15 16:09:24,589 INFO  ExportHelperExtension.cs: 1136 - Found 42 in RobotDif_completo
2022-05-15 16:09:24,589 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in RobotDif_completo
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rueda-2
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rueda-2
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rueda-2
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from chasis-1
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1136 - Found 41 in chasis-1
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in chasis-1
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rueda-1
2022-05-15 16:09:24,605 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rueda-1
2022-05-15 16:09:24,620 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rueda-1
2022-05-15 16:09:24,620 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2022-05-15 16:09:24,620 INFO  ExportHelperExtension.cs: 1136 - Found 53 in base-1
2022-05-15 16:09:24,620 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2022-05-15 16:09:24,620 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RobotDif_completo
2022-05-15 16:09:24,620 INFO  ExportHelperExtension.cs: 1136 - Found 42 in RobotDif_completo
2022-05-15 16:09:24,620 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in RobotDif_completo
2022-05-15 16:09:24,620 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-15 16:09:24,652 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2022-05-15 16:09:24,652 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rueda-2
2022-05-15 16:09:24,652 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rueda-2
2022-05-15 16:09:24,652 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rueda-2
2022-05-15 16:09:24,652 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from chasis-1
2022-05-15 16:09:24,652 INFO  ExportHelperExtension.cs: 1136 - Found 41 in chasis-1
2022-05-15 16:09:24,652 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in chasis-1
2022-05-15 16:09:24,667 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rueda-1
2022-05-15 16:09:24,667 INFO  ExportHelperExtension.cs: 1136 - Found 25 in rueda-1
2022-05-15 16:09:24,667 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rueda-1
2022-05-15 16:09:24,667 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2022-05-15 16:09:24,667 INFO  ExportHelperExtension.cs: 1136 - Found 53 in base-1
2022-05-15 16:09:24,667 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base-1
2022-05-15 16:09:25,167 INFO  SwAddin.cs: 339 - Loading config tree
2022-05-15 16:09:25,167 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
